,age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,ypred
28267,44,4,10,2,4,0,4,1,0,0,60,39,1
6315,54,7,11,5,4,4,4,0,0,0,38,39,0
21839,46,4,11,2,7,5,2,0,0,0,36,39,0
13121,52,4,12,2,10,0,4,1,0,0,45,39,1
22898,84,0,4,2,0,0,4,1,0,0,20,39,0
14536,51,0,11,2,0,0,4,1,0,0,40,39,0
15201,62,4,15,2,13,0,4,1,2829,0,24,39,0
32523,30,4,11,0,14,1,4,1,0,0,55,39,0
31665,41,1,11,4,1,3,4,1,0,0,40,39,0
30309,45,4,15,0,7,4,4,1,0,0,48,39,0
27613,54,0,15,2,0,0,4,1,0,0,50,39,1
9395,31,4,11,4,12,3,4,0,0,0,40,39,0
9218,50,4,9,2,4,0,4,1,0,1902,40,39,1
26503,74,0,9,6,0,1,3,0,0,0,35,39,0
22379,28,0,15,4,0,3,2,0,0,0,40,39,0
7019,47,7,7,2,11,0,4,1,0,1740,40,39,0
21488,20,4,15,4,13,1,4,0,0,0,10,2,0
15328,41,6,11,0,3,4,4,1,0,0,27,39,0
6714,61,4,9,2,10,0,4,1,15024,0,50,39,1
2870,43,6,6,2,3,0,4,1,0,0,40,39,0
17634,40,6,7,4,10,3,2,0,0,0,2,39,0
7858,38,6,1,2,3,0,4,1,0,0,40,39,0
22520,44,4,11,2,3,0,4,1,0,0,41,39,0
3109,18,4,15,4,12,3,4,0,0,0,20,39,0
4624,29,4,11,4,12,4,4,0,0,0,40,39,0
567,45,4,5,5,8,4,4,0,0,0,40,26,0
16923,41,4,8,2,8,0,1,1,7298,0,60,19,1
2332,23,6,1,2,14,0,4,1,7688,0,60,39,1
11383,29,4,11,4,3,3,4,1,0,0,40,39,0
16609,23,4,15,2,6,0,4,1,0,0,40,39,0
21509,37,4,3,4,8,1,4,1,0,0,40,39,0
19183,29,4,9,4,1,1,4,0,0,0,35,2,0
24341,47,4,11,5,8,1,4,0,0,0,40,39,0
25626,22,6,15,4,3,1,4,1,0,0,40,39,0
13609,54,4,0,2,14,0,4,1,0,0,40,39,0
20296,20,4,15,4,11,3,4,0,0,0,16,39,0
6687,26,4,9,4,1,1,4,0,0,0,40,39,0
5636,42,4,4,3,3,1,4,1,0,0,40,33,0
2684,78,2,9,2,4,0,4,1,0,0,15,39,0
6157,55,4,11,0,3,1,4,1,0,0,45,39,0
6003,30,4,11,2,7,0,4,1,0,0,40,39,0
26849,34,4,11,0,1,3,4,1,0,0,40,39,0
10964,56,5,10,2,10,0,4,1,99999,0,70,39,1
31551,33,4,9,2,4,0,4,1,0,0,40,39,1
27244,33,7,12,2,10,0,1,1,0,0,19,19,0
21277,21,4,15,4,13,3,4,1,0,0,35,39,0
19273,18,4,1,4,1,2,1,0,0,0,20,39,0
29460,45,5,14,2,10,0,4,1,0,0,55,39,1
3914,32,4,5,2,3,0,4,1,0,0,40,39,0
26154,68,4,6,2,3,0,2,1,0,0,44,39,0
11804,42,4,9,4,10,1,4,1,0,0,32,39,0
28948,81,4,5,2,14,0,4,1,0,0,10,39,0
23756,34,4,9,2,12,0,4,1,0,1977,50,39,1
2120,42,4,11,2,1,5,4,0,0,0,53,39,0
7197,30,4,11,4,1,1,4,0,0,0,45,39,0
19318,24,0,9,4,0,1,4,1,0,0,50,39,0
22121,54,6,15,2,12,0,4,1,0,0,65,39,1
8993,39,4,8,5,1,1,1,1,0,0,40,39,0
22211,22,4,11,4,1,3,4,1,0,0,40,39,0
29553,42,4,9,2,1,0,1,1,0,0,40,39,1
27590,36,0,15,4,0,1,4,1,0,0,30,39,0
26754,42,6,8,2,3,0,1,1,2885,0,40,39,0
30539,45,4,10,0,10,4,2,0,0,3004,35,39,0
10854,38,4,9,0,9,4,4,0,0,0,24,39,0
23519,46,2,11,2,11,0,4,1,7688,0,96,39,1
20169,41,4,7,2,13,0,4,1,0,0,45,39,1
7038,19,4,8,4,1,3,2,0,0,0,40,39,0
11705,45,4,11,0,1,4,4,0,0,0,40,39,0
13729,39,4,9,0,4,1,4,1,0,0,55,39,0
15558,40,4,9,2,10,0,4,1,0,1887,40,39,1
10086,34,6,11,2,5,0,4,1,0,0,70,39,0
13874,37,4,12,0,4,1,4,1,0,0,45,39,0
9657,19,4,15,4,12,3,4,1,0,0,20,39,0
14332,53,4,15,2,13,0,4,1,0,0,40,39,1
5118,32,4,9,2,12,0,3,1,0,0,40,33,0
19943,59,2,0,2,3,0,4,1,0,0,40,39,0
26744,42,4,12,4,4,1,4,1,0,0,40,39,0
27011,21,4,15,4,12,4,4,0,0,0,35,39,0
9803,17,4,0,4,8,3,4,0,0,0,6,39,0
10414,34,4,11,2,3,0,4,1,3908,0,46,39,0
16111,24,1,9,4,2,1,4,1,0,0,40,39,0
18803,33,4,7,4,10,1,4,0,0,0,40,39,0
7396,18,4,15,4,3,1,4,1,0,0,30,39,0
18810,26,4,0,0,6,1,4,0,0,0,30,39,0
27746,38,4,15,0,1,4,4,0,0,0,30,39,0
26738,19,4,11,4,12,3,4,0,0,0,35,39,0
24577,45,4,11,2,3,0,4,1,0,0,40,39,0
17423,20,2,15,4,5,3,4,1,0,0,40,39,0
13622,25,4,9,2,3,0,4,1,2829,0,60,39,0
2435,44,2,15,4,8,4,2,0,0,0,40,39,0
28650,38,4,15,2,14,0,4,1,7298,0,43,39,1
9957,39,4,12,4,12,1,1,1,0,0,40,3,0
14177,19,4,2,4,6,3,0,1,0,0,20,39,0
30355,21,4,11,4,1,3,4,0,0,0,40,39,0
23438,20,4,1,4,12,3,4,0,0,0,25,39,0
21502,45,4,11,6,7,4,3,1,0,0,40,4,0
11601,26,4,4,4,14,1,4,1,0,0,40,4,0
20122,46,4,5,4,6,1,4,1,0,0,50,39,0
20495,22,4,11,4,12,3,2,0,0,0,40,39,0
28549,38,4,11,2,1,5,4,0,0,0,22,39,0
5860,27,4,11,2,6,0,4,1,0,0,40,26,0
24565,49,7,12,2,10,0,4,1,0,0,45,39,1
22266,56,4,15,2,3,0,4,1,0,0,40,39,0
8888,64,4,5,2,3,0,4,1,0,0,40,39,0
22765,60,6,11,2,12,0,4,1,0,0,45,39,0
13051,24,4,11,4,6,3,2,1,0,0,25,39,0
7137,39,4,11,2,8,2,2,0,0,0,40,39,0
15853,53,4,11,0,8,1,2,1,0,0,40,39,0
13406,47,4,9,2,10,0,4,1,0,0,50,39,1
22693,48,4,11,4,12,3,4,1,0,0,40,39,0
30265,32,4,11,4,3,4,4,1,0,0,40,39,0
18454,38,6,12,2,5,0,4,1,0,0,70,39,0
29389,30,4,11,0,1,1,4,0,0,0,40,39,0
31792,32,0,11,0,0,4,2,1,0,0,40,39,0
1364,31,1,8,4,4,1,4,0,0,0,40,39,0
10641,42,4,11,0,3,4,4,1,0,0,40,39,0
23620,47,2,8,0,1,1,4,0,0,0,40,39,0
21627,30,4,7,4,12,1,4,1,0,0,40,9,0
9421,45,4,11,0,12,1,4,0,0,0,55,39,0
19534,47,4,11,4,1,2,4,0,0,0,40,39,0
20654,57,6,15,5,12,1,4,1,0,0,35,39,0
5776,34,4,11,2,3,0,4,1,0,0,40,39,0
16387,17,4,1,4,3,3,4,0,0,0,15,39,0
19918,23,4,7,4,8,3,4,1,0,0,25,4,0
9341,19,4,15,4,1,3,4,1,0,0,10,37,0
19272,26,4,9,2,12,0,4,1,0,0,48,39,0
21651,31,4,11,4,1,1,4,1,2174,0,40,39,0
18297,43,4,11,2,3,0,4,1,0,0,40,39,0
31902,34,4,0,2,6,0,4,1,0,0,40,32,0
19987,45,7,8,2,11,0,4,1,0,0,40,39,1
31761,44,5,9,2,3,0,4,1,0,0,50,39,1
21701,26,4,9,2,1,5,4,0,0,0,40,39,0
29396,22,4,11,4,7,4,2,0,0,0,40,39,0
522,24,2,15,0,6,1,2,1,0,0,50,39,0
28206,32,0,7,4,0,3,4,1,0,0,40,39,0
19664,52,4,15,2,10,0,4,1,0,0,40,39,1
14837,21,4,15,4,13,1,4,0,0,0,50,39,0
20852,26,4,11,2,12,0,4,1,2885,0,40,39,0
16977,46,4,6,2,7,5,4,0,0,0,40,39,0
6254,23,4,11,4,1,1,4,0,0,0,40,39,0
13563,53,4,15,0,1,1,4,0,0,0,34,39,0
22092,19,7,11,4,1,3,4,0,0,0,40,39,0
16358,50,4,11,2,7,0,4,1,0,0,50,39,0
7205,40,4,15,2,3,0,4,1,0,0,50,39,0
16452,33,4,11,2,8,0,4,1,0,0,40,39,0
1072,37,4,11,2,3,0,4,1,0,0,50,39,0
28940,46,4,9,2,10,0,4,1,0,1848,45,39,1
4405,45,4,9,2,4,0,4,1,0,0,40,0,1
4534,20,4,11,4,6,3,4,0,0,0,40,39,0
31007,63,2,11,2,4,5,4,0,0,0,32,39,0
29009,37,4,9,2,12,0,4,1,0,0,60,39,1
2933,29,6,14,4,10,3,4,1,0,0,50,22,0
24280,82,5,5,2,5,0,4,1,0,0,50,39,0
327,43,4,15,2,10,5,4,0,0,1887,50,39,1
24063,61,4,0,2,14,0,4,1,0,0,50,39,0
16852,42,4,15,4,1,3,4,0,0,0,40,39,0
25871,64,6,11,6,8,2,4,0,0,0,40,39,0
21849,25,4,15,4,6,3,4,1,0,0,40,39,0
31202,27,4,11,2,8,0,4,1,0,0,40,31,0
2995,39,2,1,2,14,0,4,1,0,0,30,39,0
8160,29,4,9,2,6,0,2,1,4386,0,80,0,0
646,31,2,11,0,1,4,4,0,0,0,40,39,0
151,34,4,11,4,1,1,4,0,0,0,40,39,0
29727,58,6,11,2,5,0,4,1,0,0,72,39,0
9059,41,4,14,2,10,0,4,1,15024,0,50,39,1
27907,52,4,11,2,1,0,4,1,0,0,40,39,0
20914,23,4,11,2,8,0,4,1,0,0,40,13,0
14314,31,4,9,2,12,0,4,1,0,1902,45,39,1
23687,37,4,11,2,8,0,4,1,0,0,45,0,0
25220,29,4,11,2,14,2,4,1,0,0,40,39,0
14220,41,5,15,2,4,0,4,1,0,2415,55,39,1
2882,53,4,9,2,4,0,2,1,0,0,40,39,1
630,47,6,15,4,8,4,2,0,0,0,40,39,0
1431,59,4,11,0,4,1,4,0,0,0,40,39,0
7596,23,4,15,4,4,1,4,1,0,0,45,39,0
2551,41,4,11,2,5,0,4,1,0,0,40,39,0
19440,21,7,15,4,4,3,4,1,0,0,10,39,0
16405,32,4,11,2,14,0,4,1,0,0,40,39,0
13674,45,1,11,2,1,0,4,1,0,0,40,39,0
7927,30,2,8,4,11,1,4,1,0,0,40,39,0
1918,25,2,9,4,10,3,4,1,0,0,35,39,0
3486,34,0,11,4,0,1,2,0,0,0,40,39,0
8579,21,4,15,4,12,3,2,1,0,0,25,39,0
25635,56,4,11,0,1,4,4,0,0,0,32,39,0
17162,29,2,9,4,6,3,4,1,0,0,40,39,0
15487,49,4,9,2,10,0,4,1,0,0,40,39,1
2673,18,0,1,4,0,3,4,1,0,0,36,39,0
25870,41,4,5,2,3,0,4,1,0,0,40,0,0
21167,40,4,7,0,14,4,4,0,0,0,40,39,0
20215,52,4,15,4,1,4,4,1,0,0,45,39,0
13005,44,4,14,2,10,0,4,1,15024,0,80,39,1
9334,22,4,5,2,7,0,4,1,0,0,40,26,0
1610,58,6,2,0,12,1,4,0,0,0,52,39,0
16492,58,6,9,2,4,0,4,1,0,0,70,39,1
14946,31,2,15,0,1,1,4,0,0,0,35,39,0
29894,34,4,11,0,4,1,4,0,0,0,48,39,0
25483,32,6,11,0,3,4,4,1,0,0,40,39,0
28111,48,4,0,2,4,0,4,1,0,0,45,39,0
3831,48,4,9,2,10,0,4,1,0,1485,40,39,1
8199,26,4,15,4,3,1,4,1,0,0,40,39,0
370,26,1,15,4,1,4,4,0,0,0,15,39,0
9774,34,4,11,5,1,1,4,1,0,0,40,39,0
17395,35,4,11,0,4,1,4,1,0,0,50,39,0
4420,52,4,1,5,7,4,2,1,0,0,40,39,0
8717,64,7,6,2,3,0,4,1,0,0,40,39,0
26645,45,6,9,0,10,1,4,1,0,0,45,39,0
18990,68,4,9,2,12,0,4,1,20051,0,40,39,1
24941,48,1,11,3,1,4,4,0,1471,0,40,39,0
13912,34,4,15,2,4,0,4,1,0,0,45,39,1
3117,25,4,7,4,5,1,4,1,2354,0,45,39,0
7450,47,4,11,2,1,5,4,0,0,0,20,39,0
1388,19,0,15,4,0,3,4,1,0,0,40,39,0
22308,24,4,15,4,6,3,4,1,0,0,40,39,0
1686,43,4,11,4,8,1,2,0,0,0,45,39,0
7966,46,4,15,2,3,0,4,1,0,1902,50,39,1
3004,25,4,7,4,1,1,4,0,0,0,40,39,0
18013,39,4,9,2,14,0,4,1,0,1977,45,30,1
8448,49,4,9,2,12,0,4,1,0,0,45,39,1
29757,19,7,15,4,1,3,4,0,0,0,10,39,0
25927,25,4,9,4,1,1,4,0,0,0,40,39,0
778,43,4,9,2,12,0,4,1,0,0,50,39,1
23658,48,4,15,0,12,4,4,1,0,0,45,39,0
18540,37,4,6,2,7,0,4,1,0,0,50,39,0
31085,42,2,1,2,14,0,4,1,0,0,40,39,0
11908,26,4,8,4,12,4,4,0,0,0,54,39,0
30862,55,6,12,2,12,0,4,1,2228,0,50,39,1
8185,37,4,12,0,4,1,4,1,0,0,65,39,0
23010,34,4,11,2,1,0,4,1,0,0,50,39,0
19747,90,4,5,2,7,0,4,1,0,0,40,39,0
9119,28,4,12,0,12,3,4,0,0,0,40,39,0
21986,42,4,9,2,13,0,4,1,0,0,45,39,1
10517,36,4,4,5,7,1,4,0,0,0,40,39,0
23839,36,4,7,4,12,1,2,1,10520,0,43,39,1
6209,33,2,11,0,11,4,4,1,0,0,40,39,0
3079,28,4,9,2,4,0,4,1,0,0,45,39,1
9793,45,7,12,2,1,0,4,1,0,0,40,19,0
14414,32,4,11,4,7,3,2,1,0,0,40,39,0
5405,57,4,15,2,10,0,4,1,0,0,40,39,1
5741,46,4,3,4,7,3,4,1,0,0,40,33,0
21139,19,4,11,4,7,3,4,0,0,0,34,39,0
14036,36,2,11,2,1,5,4,0,0,0,40,39,0
13707,50,4,8,2,11,0,4,1,0,0,84,39,1
20049,58,4,15,4,5,1,4,1,0,0,40,39,0
1155,34,4,15,2,5,0,4,1,0,0,54,26,0
27094,24,4,8,4,3,3,4,1,0,0,40,39,0
13738,25,4,14,4,10,1,4,0,0,0,30,39,0
29277,39,4,11,2,5,0,4,1,0,0,30,39,0
13910,73,5,11,2,12,0,4,1,0,0,20,39,0
296,37,5,9,0,12,1,4,0,0,0,60,39,0
5689,32,4,11,4,8,3,4,0,0,0,40,39,0
13302,27,0,4,2,0,5,4,0,0,0,40,26,0
5281,19,4,15,4,6,1,4,1,0,0,55,39,0
22831,33,4,2,2,1,5,4,0,0,0,40,39,0
13182,62,0,11,2,0,0,4,1,0,0,40,39,0
9164,72,4,9,2,12,0,4,1,1455,0,6,39,0
9482,52,4,1,2,8,0,4,1,0,0,40,39,0
22315,52,4,15,2,12,0,4,1,0,0,40,39,1
1239,42,4,15,4,1,3,4,0,0,0,40,39,0
24137,48,2,5,2,14,0,4,1,0,1902,40,39,1
32051,22,4,9,4,1,3,4,0,1055,0,30,39,0
1342,47,4,15,0,1,1,4,1,0,0,40,39,0
22811,33,4,15,4,1,3,4,0,99999,0,30,39,1
22838,58,2,12,4,10,1,4,1,0,0,35,39,0
25362,26,4,11,4,3,3,4,1,3325,0,40,39,0
11759,56,4,11,0,3,2,4,1,0,0,40,39,0
28358,62,2,15,0,8,1,4,1,0,0,45,39,0
25978,22,2,11,4,5,3,4,1,0,0,20,39,0
26052,19,4,11,4,6,3,4,1,0,0,25,39,0
29693,24,0,11,2,0,5,4,0,0,0,40,39,0
17902,67,0,5,6,0,1,4,0,0,0,35,39,0
17316,53,4,12,0,10,4,4,0,0,1876,38,39,0
32266,47,2,12,2,10,0,4,1,0,1887,50,39,1
11356,34,4,15,5,4,4,4,0,0,0,40,39,0
17791,18,4,11,4,1,3,4,0,0,0,16,39,0
20735,37,7,14,2,10,5,4,0,0,0,39,39,1
27177,36,4,15,5,8,2,2,0,0,0,40,39,0
1942,24,2,11,0,11,4,2,0,0,0,40,39,0
18880,35,4,11,0,6,4,2,0,0,0,36,39,0
9520,58,4,9,0,14,1,4,1,0,0,45,39,0
14244,41,4,11,2,3,0,4,1,0,0,40,39,0
31390,61,0,12,2,0,0,4,1,0,0,2,39,0
24696,46,4,6,2,7,0,4,1,0,0,43,39,0
10511,33,4,11,2,3,0,4,1,0,0,40,39,0
15346,25,4,8,4,1,1,4,0,0,0,38,39,0
16983,32,4,11,4,3,1,4,1,0,0,40,39,0
32179,58,4,0,2,3,0,4,1,5178,0,40,39,1
29345,32,4,11,4,7,1,4,1,0,0,40,39,0
20770,33,4,11,2,12,0,4,1,0,1672,55,39,0
15389,55,2,11,2,14,0,4,1,0,0,44,39,0
24082,49,4,11,2,8,0,4,1,0,0,40,39,0
26299,18,4,2,4,8,3,4,1,0,0,20,39,0
12769,44,2,12,2,10,5,4,0,0,0,40,39,1
30172,31,4,11,2,1,0,4,1,0,0,35,39,0
4588,30,4,15,2,8,5,4,0,0,0,40,39,0
7746,54,0,11,0,0,2,4,1,0,0,45,39,0
3723,54,5,11,2,12,0,4,1,0,0,50,39,0
5739,20,4,6,4,9,3,4,1,0,0,40,26,0
17080,48,4,11,4,7,1,2,0,2174,0,40,39,0
29161,47,4,15,2,4,5,4,0,0,0,50,39,1
20452,34,7,15,2,10,0,2,1,4386,0,40,39,0
27679,24,4,8,4,1,1,4,0,0,0,40,39,0
18938,44,1,15,0,4,4,4,1,0,0,60,39,0
14685,36,4,12,6,13,4,1,0,0,0,40,19,0
21734,49,7,15,0,10,1,4,0,0,0,20,39,0
3352,31,4,11,2,1,5,4,0,0,0,40,39,0
20307,47,6,8,2,12,0,4,1,0,0,40,39,1
19321,23,4,11,4,12,4,4,0,0,0,48,39,0
5511,48,4,11,6,7,1,4,0,0,0,16,39,0
11211,60,6,11,0,3,1,4,1,0,0,50,39,0
4468,24,4,8,4,7,3,4,0,0,0,40,39,0
28113,21,4,15,4,1,4,2,0,0,0,40,39,0
24553,30,4,11,4,7,1,4,1,0,0,50,6,0
4604,26,4,8,5,1,4,4,0,0,0,35,39,0
28796,38,7,9,2,4,5,2,0,0,0,30,39,1
29531,44,4,7,0,13,4,4,0,0,0,40,39,0
24862,42,4,11,2,3,0,4,1,0,0,40,39,0
8390,45,2,12,0,10,1,2,1,0,0,40,39,0
31965,37,4,11,0,8,4,2,0,0,0,30,39,0
1713,38,4,9,2,12,0,4,1,0,0,40,39,1
7345,20,4,15,4,7,1,1,0,0,0,40,0,0
28989,46,4,9,2,4,0,4,1,15024,0,55,39,1
17109,25,4,11,4,1,4,2,0,0,0,40,39,0
7180,24,4,9,2,10,0,4,1,0,0,45,39,0
12514,34,4,15,0,1,4,4,0,0,0,40,39,0
24314,65,4,11,6,1,1,4,0,0,0,20,39,0
125,47,4,9,2,4,5,4,0,0,0,40,39,1
3333,41,4,11,2,3,0,4,1,0,0,40,39,0
21045,36,6,12,2,5,0,4,1,0,0,70,39,0
7427,51,4,15,2,6,0,4,1,0,0,40,39,0
28130,23,4,9,4,13,3,4,0,0,0,40,39,0
3113,44,4,9,2,4,0,4,1,15024,0,50,39,1
26481,48,4,11,2,3,0,4,1,0,0,45,39,0
16284,51,6,7,2,12,0,4,1,0,0,40,39,0
20314,23,0,15,4,0,3,4,0,0,0,32,39,0
15649,37,1,8,5,1,1,2,1,0,0,40,39,0
22466,40,4,11,2,6,0,4,1,0,0,63,39,0
29787,44,4,15,2,14,0,4,1,0,1887,60,39,1
24135,25,4,1,4,6,3,4,1,0,0,45,39,0
23362,20,4,15,4,6,3,4,1,0,0,20,39,0
26990,23,4,8,4,1,1,4,0,0,0,40,39,0
13117,36,4,11,4,1,2,4,0,2907,0,40,27,0
700,36,2,9,4,10,1,4,1,0,0,50,39,0
25783,19,4,15,4,1,3,4,0,0,0,30,39,0
5913,18,4,1,4,8,3,4,0,0,0,16,39,0
24143,40,4,11,4,4,1,0,1,6849,0,43,39,0
30359,24,4,11,4,3,1,4,1,0,0,50,39,0
11544,30,0,0,0,0,4,4,1,0,0,40,39,0
25151,40,6,15,2,10,5,4,0,0,0,40,39,1
24890,32,4,0,5,3,4,2,0,0,0,40,0,0
22625,25,4,9,4,4,1,2,0,0,0,38,39,0
1242,36,7,11,6,4,1,4,0,0,0,40,39,0
29419,30,4,8,0,1,1,4,0,0,0,38,39,0
19624,18,4,0,4,8,3,4,0,0,0,30,39,0
17345,65,4,8,2,1,5,4,0,0,0,40,39,0
2553,27,4,11,4,1,4,3,0,0,0,40,39,0
21709,25,4,9,4,4,3,4,1,0,0,35,39,0
29102,36,4,15,4,4,1,4,1,0,0,40,39,0
31740,40,4,15,2,7,0,4,1,0,0,40,39,0
16280,27,4,11,4,6,3,4,1,0,0,40,39,0
116,56,5,15,2,12,0,4,1,0,0,50,39,1
30439,24,4,11,4,7,3,4,0,0,0,25,39,0
24319,44,4,12,2,4,0,4,1,0,0,50,39,1
24804,40,5,9,4,10,3,4,1,0,0,40,39,0
25447,30,4,7,4,13,1,4,0,0,0,40,39,0
24267,36,4,15,5,4,1,4,1,0,0,60,39,0
7464,27,2,9,2,11,0,4,1,0,0,45,39,0
28908,46,4,1,0,10,4,0,1,0,0,40,39,0
8284,18,4,11,4,12,1,4,1,0,0,30,39,0
23651,57,4,9,2,11,0,4,1,0,0,40,39,1
26409,41,4,9,2,12,0,4,1,0,0,55,39,1
17763,46,4,8,5,7,1,2,0,0,0,40,39,0
27607,60,4,6,2,7,0,4,1,0,0,49,39,0
3425,23,4,7,4,8,3,4,1,0,0,20,39,0
19542,45,4,11,2,3,0,1,1,0,0,40,40,0
10966,51,6,9,2,4,0,4,1,0,0,25,39,0
27327,27,4,15,4,12,1,4,1,0,0,50,39,0
27660,40,5,7,2,3,0,4,1,0,2377,50,39,1
26254,43,4,15,2,14,0,4,1,0,0,60,39,0
27456,40,4,9,2,10,0,4,1,0,0,46,39,1
23619,35,4,11,2,3,0,4,1,0,0,40,39,0
3686,35,6,11,4,8,2,4,0,0,0,30,39,0
22638,29,4,8,0,1,1,4,0,0,0,40,39,0
29155,30,5,8,2,12,0,4,1,0,0,35,39,0
30801,34,7,11,2,13,0,4,1,0,0,40,39,0
17469,31,4,15,5,13,4,2,0,0,0,40,39,0
25822,39,2,12,2,10,0,4,1,0,0,72,39,1
569,47,4,12,0,4,4,4,1,0,0,42,39,0
19596,40,4,15,0,10,4,2,0,0,0,38,39,0
265,37,5,15,2,4,0,1,1,0,0,75,37,1
19433,59,0,9,2,0,0,4,1,0,0,40,39,1
17682,49,4,11,2,12,0,4,1,0,1672,44,39,0
11843,26,4,11,4,3,3,4,1,0,0,40,39,0
32417,20,4,15,4,12,1,4,0,0,0,56,39,0
14904,28,4,9,4,10,1,2,1,0,0,40,39,0
31319,36,7,15,4,4,4,4,0,0,0,40,39,0
16453,50,4,11,2,12,5,4,0,0,0,15,39,0
573,37,4,8,2,3,0,4,1,0,1977,40,39,1
20091,27,7,11,4,14,1,0,1,0,0,38,39,0
12704,41,1,12,2,4,0,4,1,0,0,60,39,1
12293,46,5,11,2,11,0,4,1,0,0,70,39,1
14609,48,1,15,2,3,0,4,1,0,0,40,39,0
17467,50,2,1,4,3,4,4,1,0,0,40,39,0
4365,32,4,9,2,12,0,4,1,0,0,40,39,0
25856,42,6,15,4,3,4,4,1,0,0,40,39,0
19320,28,0,0,4,0,3,4,0,0,0,38,39,0
9951,33,7,11,4,8,4,2,0,1831,0,40,39,0
7431,46,4,11,0,13,1,4,0,0,0,30,39,0
21630,61,4,14,2,4,0,4,1,0,0,20,39,0
8456,26,4,11,5,13,3,4,0,0,0,40,39,0
7680,23,4,8,5,4,3,4,0,0,0,40,39,0
20554,21,4,15,4,11,3,4,1,0,0,15,39,0
30954,69,4,9,2,4,0,2,1,9386,0,50,39,1
11987,23,4,9,4,1,3,4,0,0,0,20,39,0
17432,32,4,15,2,12,0,4,1,0,0,40,39,0
22040,23,7,9,4,10,1,4,1,10520,0,40,39,1
13921,70,5,15,2,4,0,4,1,0,0,20,39,0
6923,30,4,15,2,13,5,2,0,0,0,45,39,0
986,41,4,11,4,3,3,2,0,0,0,35,39,0
8900,24,4,11,2,3,0,4,1,0,0,40,39,0
11462,25,4,11,4,3,1,4,0,0,0,40,39,0
19150,41,4,11,0,14,1,4,1,0,0,40,39,0
30435,47,4,11,5,4,4,4,0,0,0,37,39,0
27483,36,4,11,4,8,1,4,1,0,0,40,39,0
28226,72,6,11,2,5,0,4,1,0,0,40,39,0
11468,56,2,15,2,3,0,4,1,0,0,41,39,0
30474,37,4,11,4,8,4,2,0,0,0,30,39,0
16766,35,4,11,0,1,4,4,0,0,0,40,39,0
7875,47,1,11,2,14,0,2,1,0,0,40,39,0
32462,48,5,11,2,3,0,4,1,7298,0,50,39,1
12742,21,4,11,4,3,1,4,1,0,0,35,39,0
11887,44,4,15,0,1,4,4,0,0,0,40,39,0
20358,47,4,6,2,7,0,2,1,0,0,56,0,0
24752,20,0,11,4,0,3,4,1,0,0,12,39,0
13180,36,4,15,2,7,0,4,1,0,0,40,39,0
31323,23,4,9,4,4,3,4,1,0,0,40,39,0
7874,32,6,15,2,3,0,4,1,0,0,50,39,0
5542,40,5,7,2,4,5,4,0,0,0,40,39,1
5690,45,4,1,2,3,0,4,1,0,0,40,39,0
5411,71,2,12,6,10,1,4,0,0,0,40,39,0
3056,59,4,11,2,12,0,4,1,0,0,40,39,0
14175,46,6,11,2,14,0,4,1,0,0,40,39,0
17371,31,6,11,2,4,0,4,1,0,0,70,39,0
27845,36,4,3,4,5,1,4,1,0,0,40,26,0
28577,43,1,12,2,3,0,4,1,0,0,40,39,1
12885,25,4,15,2,12,0,4,1,0,0,43,39,0
1263,73,4,11,6,8,1,4,0,0,0,37,39,0
22527,37,4,14,0,10,1,4,1,14084,0,36,39,1
2650,23,4,11,4,1,3,2,0,0,0,40,39,0
26115,42,2,12,0,10,4,4,0,0,0,40,39,0
29025,56,6,6,2,4,2,4,1,3411,0,50,4,0
15562,33,2,9,4,13,1,2,1,0,1564,52,39,0
3227,39,4,9,2,12,0,4,1,3464,0,40,39,0
13507,34,4,11,4,3,3,4,1,0,0,40,39,0
27785,62,4,6,2,8,0,4,1,0,0,35,39,0
25051,44,4,9,4,10,1,4,1,0,0,40,39,0
12705,40,6,11,5,4,2,4,1,0,0,40,39,0
27653,38,4,11,4,1,4,4,0,0,0,35,39,0
3743,29,4,11,0,10,1,3,0,0,0,30,11,0
1113,69,4,11,2,12,5,4,0,0,0,40,39,0
20886,25,4,0,2,3,0,4,1,0,0,40,26,0
22203,18,2,0,4,11,3,4,0,0,0,6,39,0
32091,34,4,9,4,1,1,4,0,0,0,40,39,0
5529,62,0,11,2,0,0,4,1,0,0,48,39,0
16185,23,0,15,4,0,3,4,0,0,0,10,39,0
23196,49,6,14,2,10,0,4,1,15024,0,65,39,1
25421,59,4,8,4,3,1,1,1,0,0,40,39,0
12520,22,4,11,2,14,2,4,1,0,0,80,39,0
25749,49,4,15,2,1,0,4,1,0,0,45,39,1
26875,20,4,15,4,7,3,4,1,0,0,40,39,0
15227,27,7,14,4,10,1,4,1,0,0,70,39,0
10105,52,4,11,2,7,0,4,1,0,0,40,39,0
26685,33,7,15,0,1,4,4,0,0,0,45,39,0
29177,66,0,9,2,0,0,4,1,0,0,6,39,0
18825,33,4,11,2,7,0,4,1,0,0,84,39,0
7587,39,4,11,4,12,1,4,1,0,0,55,39,0
7772,58,4,11,2,7,0,4,1,0,0,40,39,0
3653,31,4,11,0,3,3,4,1,0,0,50,39,0
5718,39,5,15,2,5,0,4,1,0,0,65,39,0
27556,59,6,11,2,5,0,4,1,0,0,20,39,0
